_Language,English,English
_LanguageNative,English,English
_LanguageCode,en,en
GMStdVar_Story_1,Set ${var} to ${expr}${show_input_count},${var} を ${expr} に設定${show_input_count}
GMStdVar_Story_2,Set ${var} to ${expr} on ${applyto}${show_input_count},${var} を ${expr} に設定${show_input_count} [${applyto}]
GMStdVar_Story_3,Add ${expr} to ${var}${show_input_count},${var} を ${expr} 加算${show_input_count}
GMStdVar_Story_4,Add ${expr} to ${var} on ${applyto}${show_input_count},${var} を ${expr} 加算${show_input_count} [${applyto}]
GMStdTempVar_Story_1,Declare temp ${var}${show_input_count},一時変数 ${var} を宣言${show_input_count}
GMStdTempVar_Story_2,Declare temp ${var} on ${applyto}${show_input_count},一時変数 ${var} を宣言${show_input_count} [${applyto}]
GMStdTempVar_Story_3,Declare temp ${var} and set it to ${value}${show_input_count},一時変数 ${var} を宣言して ${value} を代入${show_input_count}
GMStdTempVar_Story_4,Declare temp ${var} and set it to ${value} on ${applyto}${show_input_count},一時変数 ${var} を宣言して ${value} を代入${show_input_count} [${applyto}]
GMStdSetGlobal_Story_1,Set global variable ${var} to ${value}${show_input_count},グローバル変数 ${var} を ${value} に設定${show_input_count}
GMStdSetGlobal_Story_2,Set global variable ${var} to ${value} on ${applyto}${show_input_count},グローバル変数 ${var} を ${value} に設定${show_input_count} [${applyto}]
GMStdSetGlobal_Story_3,Add ${value} to global variable ${var}${show_input_count},グローバル変数 ${var} を ${value} 加算${show_input_count}
GMStdSetGlobal_Story_4,Add ${value} to global variable ${var} on ${applyto}${show_input_count},グローバル変数 ${var} を ${value} 加算${show_input_count} [${applyto}]
GMStdGetGlobal_Story_1,Get global variable ${var} into ${output}${show_input_count},グローバル変数 ${var} を ${output} に代入${show_input_count}
GMStdGetGlobal_Story_2,Get global variable ${var} into ${output} on ${applyto}${show_input_count},グローバル変数 ${var} を ${output} に代入${show_input_count} [${applyto}]
GMStdGetGlobal_Story_3,Get global variable ${var} into temp ${output}${show_input_count},グローバル変数 ${var} を一時変数 ${output} に代入${show_input_count}
GMStdGetGlobal_Story_4,Get global variable ${var} into temp ${output} on ${applyto}${show_input_count},グローバル変数 ${var} を一時変数 ${output} に代入${show_input_count} [${applyto}]
GMStdIfVar_Story_1,If ${var} is not equal to ${value},${var} が ${value} と等しくない場合
GMStdIfVar_Story_2,If ${var} is not equal to ${value} on ${applyto},${var} が ${value} と等しくない場合 [${applyto}]
GMStdIfVar_Story_3,If ${var} is not less than ${value},${var} が ${value} より少さくない場合
GMStdIfVar_Story_4,If ${var} is not less than ${value} on ${applyto},${var} が ${value} より少さくない場合 [${applyto}]
GMStdIfVar_Story_5,If ${var} is not greater than ${value},${var} が ${value} より大きくない場合
GMStdIfVar_Story_6,If ${var} is not greater than ${value} on ${applyto},${var} が ${value} より大きくない場合 [${applyto}]
GMStdIfVar_Story_7,If ${var} is not less than or equal to ${value},${var} が ${value} 以下でない場合
GMStdIfVar_Story_8,If ${var} is not less than or equal to ${value} on ${applyto},${var} が ${value} 以下でない場合 [${applyto}]
GMStdIfVar_Story_9,If ${var} is not greater than or equal to ${value},${var} が ${value} 以上でない場合
GMStdIfVar_Story_10,If ${var} is not greater than or equal to ${value} on ${applyto},${var} が ${value} 以上でない場合 [${applyto}]
GMStdIfVar_Story_11,If ${var} is equal to ${value},${var} が ${value} と等しい場合
GMStdIfVar_Story_12,If ${var} is equal to ${value} on ${applyto},${var} が ${value} と等しい場合 [${applyto}]
GMStdIfVar_Story_13,If ${var} is less than ${value},${var} が ${value} より少さい場合
GMStdIfVar_Story_14,If ${var} is less than ${value} on ${applyto},${var} が ${value} より少さい場合 [${applyto}]
GMStdIfVar_Story_15,If ${var} is greater than ${value},${var} が ${value} より大きい場合
GMStdIfVar_Story_16,If ${var} is greater than ${value} on ${applyto},${var} が ${value} より大きい場合 [${applyto}]
GMStdIfVar_Story_17,If ${var} is less than or equal to ${value},${var} が ${value} 以下の場合
GMStdIfVar_Story_18,If ${var} is less than or equal to ${value} on ${applyto},${var} が ${value} 以下の場合 [${applyto}]
GMStdIfVar_Story_19,If ${var} is greater than or equal to ${value},${var} が ${value} 以上の場合
GMStdIfVar_Story_20,If ${var} is greater than or equal to ${value} on ${applyto},${var} が ${value} 以上の場合 [${applyto}]
GMStdIfExpr_Story_1,If ${expr} is true${show_input_count},${expr} が true の場合${show_input_count}
GMStdIfExpr_Story_2,If ${expr} is true on ${applyto}${show_input_count},${expr} が true の場合${show_input_count} [${applyto}]
GMStdIfExpr_Story_3,If ${expr} is false${show_input_count},${expr} が false の場合${show_input_count}
GMStdIfExpr_Story_4,If ${expr} is false on ${applyto}${show_input_count},${expr} が false の場合${show_input_count} [${applyto}]
GMStdIfUndef_Story_1,If ${var} is undefined${show_input_count},${var} が未定義の場合${show_input_count}
GMStdIfUndef_Story_2,If ${var} is undefined on ${applyto}${show_input_count},${var} が未定義の場合${show_input_count} [${applyto}]
GMStdIfUndef_Story_3,If ${var} is not undefined${show_input_count},${var} が未定義でない場合${show_input_count}
GMStdIfUndef_Story_4,If ${var} is not undefined on ${applyto}${show_input_count},${var} が未定義でない場合${show_input_count} [${applyto}]
GMStdElse_Story,Else,Else
GMStdExCode_Story_1,Execute code,コードを実行
GMStdExCode_Story_2,Execute code on ${applyto},コードを実行 [${applyto}]
GMStdExCode_Story_3,${overridden_name},${overridden_name}
GMStdExCode_Story_4,${overridden_name} on ${applyto},${overridden_name} [${applyto}]
GMStdExScript_Story_1,Execute ${script},${script} を実行
GMStdExScript_Story_2,Execute ${script} on ${applyto},${script} を実行 [${applyto}]
