The_Asset_Editors.htm+html.head.title:55-3,The Asset Editors,アセットエディタ
The_Asset_Editors.htm+html.head.title:59-3,The Asset Editors,アセットエディタ
The_Asset_Editors.htm+html.body.div.div.div[title]:73-7,The Asset Editors,アセットエディタ
The_Asset_Editors.htm+html.body.div.div.div:73-7,The Asset Editors,アセットエディタ
The_Asset_Editors.htm+html.body.h1:86-3,The Asset Editors,アセットエディタ
The_Asset_Editors.htm+html.body.p:87-3,"GameMaker Studio 2 has a number of different editors which you can use to add, remove and edit the different assets that your game requires. In the course of development you will need to use some - or even all - of these editors, and remembering what everything does can sometimes be a bit daunting. To help out, you can find each of the different editors listed below, and clicking any of them will take you to a page that explains in detail what it is and how to use it.",GameMaker Studio 2には、ゲームに必要なさまざまなアセットを追加、削除、編集するためのエディタが多数用意されています。開発する上でこうしたエディタの一部（あるいは全て）を扱うことになりますが、何もかも覚えようとするのは大変かもしれません。そこで手引きとなるよう、エディタの一覧を用意しました。以下のリンクをクリックすると、エディタの内容、使い方を詳しく教えてくれるページに移動できます。
The_Asset_Editors.htm+html.body.table.tbody.tr.td:94-9,Animation Curves,アニメーションカーブ
The_Asset_Editors.htm+html.body.table.tbody.tr.td:98-9,Extensions,拡張機能
The_Asset_Editors.htm+html.body.table.tbody.tr.td:102-9,Fonts,フォント
The_Asset_Editors.htm+html.body.table.tbody.tr.td:106-9,Notes,ノート
The_Asset_Editors.htm+html.body.table.tbody.tr.td:110-9,Objects,オブジェクト
The_Asset_Editors.htm+html.body.table.tbody.tr.td:114-9,Paths,パス
The_Asset_Editors.htm+html.body.table.tbody.tr.td:118-9,Rooms,ルーム
The_Asset_Editors.htm+html.body.table.tbody.tr.td:122-9,Scripts,スクリプト
The_Asset_Editors.htm+html.body.table.tbody.tr.td:126-9,Sequences,シーケンス
The_Asset_Editors.htm+html.body.table.tbody.tr.td:130-9,Shaders,シェーダー
The_Asset_Editors.htm+html.body.table.tbody.tr.td:134-9,Sounds,サウンド
The_Asset_Editors.htm+html.body.table.tbody.tr.td:138-9,Sprites,スプライト
The_Asset_Editors.htm+html.body.table.tbody.tr.td:142-9,Tile Sets,タイルセット
The_Asset_Editors.htm+html.body.table.tbody.tr.td:146-9,Timelines,タイムライン
The_Asset_Editors.htm+html.body.table.tbody.tr.td:150-9,Images,画像
The_Asset_Editors.htm+html.body.div.div.div.div:160-9,"Back: <a href=""../Content.htm"">Index</a>","戻る: <a href=""../Content.htm"">インデックス</a>"
The_Asset_Editors.htm+html.body.div.div.div.div:161-9,"Next: <a href=""../Settings/Game_Settings.htm"">Settings</a>","次へ: <a href=""../Settings/Game_Settings.htm"">設定</a>"
The_Asset_Editors.htm+html.body.p:173-1,{SEARCH_RESULT} Page that lists all the different asset editors available in the GMS2 IDE,{SEARCH_RESULT} GMS2のIDEで利用できる各エディタの一覧ページ
The_Asset_Editors.htm+html.body.p:173-97,{INDEX_KEYWORD} Asset Editors,{INDEX_KEYWORD} アセットエディタ
