Get_Master_Volume.htm+html.head.title:55-3,Get Master Volume,Get Master Volume
Get_Master_Volume.htm+html.head.title:59-3,Get Master Volume,Get Master Volume
Get_Master_Volume.htm+html.body.div.div.div[title]:73-7,Get Master Volume,Get Master Volume
Get_Master_Volume.htm+html.body.div.div.div:73-7,{WITH_ENG}Get Master Volume,{WITH_ENG}Get Master Volume
Get_Master_Volume.htm+html.body.h1.img[alt]:86-7,{IMG_TXT} Get Master Volume Icon,{IMG_TXT} Get Master Volume アイコン
Get_Master_Volume.htm+html.body.h1:86-3,{WITH_ENG} Get Master Volume,{WITH_ENG} Get Master Volume
Get_Master_Volume.htm+html.body.p:87-3,"This action returns the master volume for the sound system. You give a target variable to return the volume value to (you can flag this as being a temporary local variable). The returned value will be between 0 and 1, where 0 is silent and 1 is full volume."
Get_Master_Volume.htm+html.body.h4:90-3,Action Syntax:,アクション構文:
Get_Master_Volume.htm+html.body.p.img[alt]:91-6,{IMG_TXT} Get Master Volume Action,{IMG_TXT} Get Master Volume アクション
Get_Master_Volume.htm+html.body.h4:92-3,Arguments:,引数:
Get_Master_Volume.htm+html.body.table.tbody.tr.th:96-9,Argument,引数
Get_Master_Volume.htm+html.body.table.tbody.tr.th:97-9,Description,説明
Get_Master_Volume.htm+html.body.table.tbody.tr.td:100-9,Target
Get_Master_Volume.htm+html.body.table.tbody.tr.td:101-9,The target variable to store the returned volume,ボリュームの返り値を入れる対象変数
Get_Master_Volume.htm+html.body.h4:106-3,Example:,例:
Get_Master_Volume.htm+html.body.p.img[alt]:107-6,{IMG_TXT} Get Master Volume Example
Get_Master_Volume.htm+html.body.p:107-3,"The above action block code checks a global variable to see if it is <tt>true</tt> or false. If it is <tt>true</tt> then the master volume for the sound system is retrieved and stored in a temporary local variable. The value is then checked to see if it is not equal to 0.5, and if it is not, then the master volume of the sound system is set to 0.5. If the global variable evaluates to <tt>false</tt>, then the master volume is set to 1."
Get_Master_Volume.htm+html.body.div.div.div.div:116-9,"Back: <a href=""Audio_Actions.htm"">Audio Actions</a>"
Get_Master_Volume.htm+html.body.div.div.div.div:117-9,"Next: <a href=""If_Audio_Is_Playing.htm"">If Audio Is Playing</a>"
Get_Master_Volume.htm+html.body.p:129-1,{SEARCH_RESULT} Page that explains the Get Master Volume action,{SEARCH_RESULT} Get Master Volume アクションの解説ページ
Get_Master_Volume.htm+html.body.p:129-71,{INDEX_KEYWORD} DnD™ Action - Get Master Volume,{INDEX_KEYWORD} DnD™ アクション - Get Master Volume
