Set_Alarm.htm+html.head.title:55-3,Set Alarm
Set_Alarm.htm+html.head.title:59-3,Set Alarm
Set_Alarm.htm+html.body.div.div.div[title]:73-7,Set Alarm
Set_Alarm.htm+html.body.div.div.div:73-7,{WITH_ENG}Set Alarm
Set_Alarm.htm+html.body.h1.img[alt]:86-7,{IMG_TXT} Set Alarm Icon
Set_Alarm.htm+html.body.h1:86-3,{WITH_ENG} Set Alarm Countdown
Set_Alarm.htm+html.body.p:87-3,"This action block sets a given alarm to countdown, and when the alarm reaches zero the associated <a href=""../../../The_Asset_Editors/Object_Properties/Object_Events.htm"">Alarm Event</a> will be triggered. You supply the alarm number from 0 to 11, and then the value to set the alarm to. The value used is the number of ""game steps"" that you want to pass before the alarm event is triggered, and you can set this to be relative to the current alarm value (adding or subtracting to the current value). Note that the value must be an integer value, and you can set it to -1 to stop the alarm. Note that when an alarm counts down, the event is run when it reaches 0, but the alarm then counts down to -1 to show that it has finished. Setting an alarm to 0 will <i>not</i> run the event, since it will then count down to -1 next step, so to run an alarm immediately it should be set to 1. Note that you can set additional alarms in the same action by clicking the plus icon <img_tag=Expand_Arguments_Icon:0> beside the action."
Set_Alarm.htm+html.body.h4:92-3,Action Syntax:
Set_Alarm.htm+html.body.p.img[alt]:93-6,{IMG_TXT} Set Alarm Action
Set_Alarm.htm+html.body.h4:94-3,Arguments:
Set_Alarm.htm+html.body.table.tbody.tr.th:98-9,Argument
Set_Alarm.htm+html.body.table.tbody.tr.th:99-9,Description
Set_Alarm.htm+html.body.table.tbody.tr.td:102-9,Alarm
Set_Alarm.htm+html.body.table.tbody.tr.td:103-9,The alarm to set (the corresponding Alarm Event will be triggered when it reaches 0).
Set_Alarm.htm+html.body.table.tbody.tr.td:106-9,Countdown
Set_Alarm.htm+html.body.table.tbody.tr.td:107-9,The count down value in game steps.
Set_Alarm.htm+html.body.h4:112-3,Example:
Set_Alarm.htm+html.body.p.img[alt]:113-6,{IMG_TXT} Set Alarm Example
Set_Alarm.htm+html.body.p:113-3,"The above action block code creates a local (temporary) variable and stores the current value of the alarm[0]. This is then checked and if it is less than 0, the alarm is set to 60."
Set_Alarm.htm+html.body.div.div.div.div:121-9,"Back: <a href=""Instance_Actions_Library.htm"">Instance Actions</a>"
Set_Alarm.htm+html.body.div.div.div.div:122-9,"Next: <a href=""Get_Alarm.htm"">Get Alarm Countdown</a>"
Set_Alarm.htm+html.body.p:134-1,{SEARCH_RESULT} Page that explains the Set Alarm action
Set_Alarm.htm+html.body.p:134-63,{INDEX_KEYWORD} DnD™ Action - Set Alarm
Set_Alarm.htm.img_tag+Expand_Arguments_Icon:0,{IMG_TXT} Expand Arguments Icon
