Resume_All_Audio.htm+html.head.title:55-3,Resume All Audio,Resume All Audio
Resume_All_Audio.htm+html.head.title:59-3,Resume All Audio,Resume All Audio
Resume_All_Audio.htm+html.body.div.div.div[title]:73-7,Resume All Audio,Resume All Audio
Resume_All_Audio.htm+html.body.div.div.div:73-7,{WITH_ENG}Resume All Audio,{WITH_ENG}Resume All Audio
Resume_All_Audio.htm+html.body.h1.img[alt]:86-7,{IMG_TXT} Resume All Audio Icon,{IMG_TXT} Resume All Audio Icon
Resume_All_Audio.htm+html.body.h1:86-3,{WITH_ENG} Resume All Audio,{WITH_ENG} Resume All Audio
Resume_All_Audio.htm+html.body.p:87-3,"This action can be used to resume all previously paused sounds that have been paused using <a href=""Pause_Audio.htm"">Pause Audio</a> or <a href=""Pause_All_Audio.htm"">Pause All Audio</a>. It will have no effect on those sounds that have not been paused previously.","このアクションは<a href=""Pause_Audio.htm"">Pause Audio</a>または <a href=""Pause_All_Audio.htm"">Pause All Audio</a>によって一時停止されたすべてのサウンドを再生再開します。一時停止されていないサウンドには影響しません。"
Resume_All_Audio.htm+html.body.h4:90-3,Action Syntax:,アクション構文:
Resume_All_Audio.htm+html.body.p.img[alt]:91-6,{IMG_TXT} Resume All Audio Action,{IMG_TXT} Resume All Audio アクション
Resume_All_Audio.htm+html.body.h4:92-3,Example:,例:
Resume_All_Audio.htm+html.body.p.img[alt]:93-6,{IMG_TXT} Resume All Audio Example,{IMG_TXT} Resume All Audio 例
Resume_All_Audio.htm+html.body.p:93-3,"The above action block code will check a global variable and if it evaluates to <tt>true</tt> then all sound is paused, otherwise it is all resumed.",上記のアクションブロックコードはグローバル変数をチェックし、<tt>true</tt>と評価されたらすべてのサウンドを一時停止し、そうでなければ再生を再開します。
Resume_All_Audio.htm+html.body.div.div.div.div:100-9,"Back: <a href=""Audio_Actions.htm"">Audio Actions</a>","戻る: <a href=""Audio_Actions.htm"">オーディオアクション</a>"
Resume_All_Audio.htm+html.body.div.div.div.div:101-9,"Next: <a href=""Set_Audio_Position.htm"">Set Audio Position</a>","次へ: <a href=""Set_Audio_Position.htm"">Set Audio Position</a>"
Resume_All_Audio.htm+html.body.p:113-1,{SEARCH_RESULT} Page that explains the Resume All Audio action,{SEARCH_RESULT} Resume All Audio アクションの解説ページ
Resume_All_Audio.htm+html.body.p:113-70,{INDEX_KEYWORD} DnD™ Action - Resume All Audio,{INDEX_KEYWORD} DnD™ アクション - Resume All Audio
