Keyboard_Shortcuts.htm+html.head.title:55-3,Keyboard Shortcuts,キーボードショートカット
Keyboard_Shortcuts.htm+html.head.title:59-3,Keyboard Shortcuts,キーボードショートカット
Keyboard_Shortcuts.htm+html.body.div.div.div[title]:73-7,Keyboard Shortcuts,キーボードショートカット
Keyboard_Shortcuts.htm+html.body.div.div.div:73-7,Keyboard Shortcuts,キーボードショートカット
Keyboard_Shortcuts.htm+html.body.h1:86-3,Keyboard Shortcuts,キーボードショートカット
Keyboard_Shortcuts.htm+html.body.p:87-3,"There are a huge number of keyboard shortcuts available for GameMaker Studio 2, and although most of them are marked in the IDE beside the menu items that they relate too, not all of them are or are obvious to the user at the start. Here you can find a complete list of all the keyboard shortcuts for an easy reference guide. In general, shortcuts fall into the following three categories:",GameMaker Studio 2では非常に豊富なキーボードショートカットを利用できます。そのほとんどはIDEの各メニュー項目に表示されていますが、中には最初から示されていないショートカットもあります。このページではすべてのキーボードショートカットが一覧となっており、簡単に調べることができます。ショートカットはおおむね次の3つのカテゴリに分別されます。
Keyboard_Shortcuts.htm+html.body.ul.li:90-5,"<strong>Global</strong> - Global shortcuts are those that work no matter where you are in the GameMaker Studio 2 IDE, unless your focus is on a specific window or gadget which overrides it.",<strong>グローバル</strong> - グローバルショートカットはIDEのどこからでも利用できるショートカットです。特定のウィンドウ、ガジェットにフォーカスされている場合はそちらのショートカットが優先されます。
Keyboard_Shortcuts.htm+html.body.ul.li:91-5,"<strong>Window</strong> - Window shortcuts are those that are specific to a single window or tab, unless a gadget shortcut overrides it.",<strong>ウィンドウ</strong> - ウィンドウショートカットは単一のウィンドウ・タブ用のショートカットです。ガジェットショートカットが優先される場合があります。
Keyboard_Shortcuts.htm+html.body.ul.li:92-5,"<strong>Gadget</strong> - Gadget shortcuts are very specific and will only work when using a single gadget (the colour picker, for example).",<strong>ガジェット</strong> - ガジェットショートカットは限定的なショートカットで、単一のガジェット（カラーピッカーなど）でのみ使用できます。
Keyboard_Shortcuts.htm+html.body.p:94-3,"Below is the complete list of shortcuts, broken in to sections based on editors:",以下はエディタごとに段落分けされたショートカット一覧です。
Keyboard_Shortcuts.htm+html.body.p:96-3,"<span data-open-text=""true"">General IDE</span><span data-close-text=""true"">General IDE</span>","<span data-open-text=""true"">IDE全体</span><span data-close-text=""true"">IDE全体</span>"
Keyboard_Shortcuts.htm+html.body.div.table.tbody.tr.th:101-11,Windows Key Binding,Windowsのキー割り当て
Keyboard_Shortcuts.htm+html.body.div.table.tbody.tr.th:102-11,macOS Key Binding,macOSのキー割り当て
Keyboard_Shortcuts.htm+html.body.div.table.tbody.tr.th:103-11,Scope,範囲
Keyboard_Shortcuts.htm+html.body.div.table.tbody.tr.th:104-11,Description,説明
